"field","year","total"
"NURS",1904,0
"NURS",1905,0
"NURS",1906,0
"NURS",1907,0
"NURS",1908,0
"NURS",1909,0
"NURS",1910,0
"NURS",1911,0
"NURS",1912,0
"NURS",1913,0
"NURS",1914,0
"NURS",1915,0
"NURS",1916,0
"NURS",1917,0
"NURS",1918,0
"NURS",1919,0
"NURS",1920,0
"NURS",1921,0
"NURS",1922,0
"NURS",1923,0
"NURS",1924,0
"NURS",1925,0
"NURS",1926,0
"NURS",1927,0
"NURS",1928,0
"NURS",1929,0
"NURS",1930,0
"NURS",1931,0
"NURS",1932,0
"NURS",1933,0
"NURS",1934,0
"NURS",1935,0
"NURS",1936,0
"NURS",1937,0
"NURS",1938,0
"NURS",1939,0
"NURS",1940,0
"NURS",1941,0
"NURS",1942,58
"NURS",1943,232
"NURS",1944,210
"NURS",1945,322
"NURS",1946,1003
"NURS",1947,829
"NURS",1948,926
"NURS",1949,673
"NURS",1950,1420
"NURS",1951,1645
"NURS",1952,1581
"NURS",1953,1620
"NURS",1954,1578
"NURS",1955,1595
"NURS",1956,1638
"NURS",1957,1699
"NURS",1958,1741
"NURS",1959,1633
"NURS",1960,1703
"NURS",1961,1845
"NURS",1962,2330
"NURS",1963,2356
"NURS",1964,2807
"NURS",1965,2831
"NURS",1966,3267
"NURS",1967,3275
"NURS",1968,3763
"NURS",1969,3755
"NURS",1970,3917
"NURS",1971,4451
"NURS",1972,4874
"NURS",1973,5354
"NURS",1974,5769
"NURS",1975,6223
"NURS",1976,7019
"NURS",1977,7332
"NURS",1978,8569
"NURS",1979,8829
"NURS",1980,8956
"NURS",1981,9802
"NURS",1982,10111
"NURS",1983,10072
"NURS",1984,10759
"NURS",1985,11583
"NURS",1986,12462
"NURS",1987,13352
"NURS",1988,14003
"NURS",1989,15473
"NURS",1990,17335
"NURS",1991,16905
"NURS",1992,18040
"NURS",1993,18072
"NURS",1994,19157
"NURS",1995,20564
"NURS",1996,19594
"NURS",1997,20499
"NURS",1998,21286
"NURS",1999,22568
"NURS",2000,23575
"NURS",2001,24487
"NURS",2002,25324
"NURS",2003,25946
"NURS",2004,27327
"NURS",2005,30417
"NURS",2006,38676
"NURS",2007,42989
"NURS",2008,44204
"NURS",2009,43452
"NURS",2010,44737
"NURS",2011,47292
"NURS",2012,48433
"NURS",2013,48432
"NURS",2014,49909
"NURS",2015,52339
"NURS",2016,52082
"NURS",2017,53107
"NURS",2018,54895
"NURS",2019,57447
"NURS",2020,64062
"NURS",2021,77920
"PHAR",1900,106
"PHAR",1901,112
"PHAR",1902,156
"PHAR",1903,139
"PHAR",1904,128
"PHAR",1905,135
"PHAR",1906,132
"PHAR",1907,145
"PHAR",1908,148
"PHAR",1909,96
"PHAR",1910,154
"PHAR",1911,126
"PHAR",1912,167
"PHAR",1913,146
"PHAR",1914,136
"PHAR",1915,78
"PHAR",1916,73
"PHAR",1917,76
"PHAR",1918,103
"PHAR",1919,112
"PHAR",1920,173
"PHAR",1921,186
"PHAR",1922,243
"PHAR",1923,311
"PHAR",1924,330
"PHAR",1925,315
"PHAR",1926,305
"PHAR",1927,344
"PHAR",1928,511
"PHAR",1929,364
"PHAR",1930,541
"PHAR",1931,473
"PHAR",1932,722
"PHAR",1933,675
"PHAR",1934,528
"PHAR",1935,499
"PHAR",1936,671
"PHAR",1937,560
"PHAR",1938,493
"PHAR",1939,518
"PHAR",1940,461
"PHAR",1941,305
"PHAR",1942,271
"PHAR",1943,432
"PHAR",1944,370
"PHAR",1945,508
"PHAR",1946,665
"PHAR",1947,1101
"PHAR",1948,1414
"PHAR",1949,1504
"PHAR",1950,1766
"PHAR",1951,1959
"PHAR",1952,2203
"PHAR",1953,2206
"PHAR",1954,2568
"PHAR",1955,2396
"PHAR",1956,2167
"PHAR",1957,2258
"PHAR",1958,2541
"PHAR",1959,3319
"PHAR",1960,3666
"PHAR",1961,4102
"PHAR",1962,5299
"PHAR",1963,6270
"PHAR",1964,7362
"PHAR",1965,8177
"PHAR",1966,8640
"PHAR",1967,9751
"PHAR",1968,11327
"PHAR",1969,11767
"PHAR",1970,11898
"PHAR",1971,12188
"PHAR",1972,12830
"PHAR",1973,16339
"PHAR",1974,19749
"PHAR",1975,19966
"PHAR",1976,21143
"PHAR",1977,22313
"PHAR",1978,24772
"PHAR",1979,26348
"PHAR",1980,27663
"PHAR",1981,29696
"PHAR",1982,28834
"PHAR",1983,27848
"PHAR",1984,29459
"PHAR",1985,30084
"PHAR",1986,31881
"PHAR",1987,30439
"PHAR",1988,33942
"PHAR",1989,36782
"PHAR",1990,45859
"PHAR",1991,41256
"PHAR",1992,43404
"PHAR",1993,42673
"PHAR",1994,44180
"PHAR",1995,44515
"PHAR",1996,46358
"PHAR",1997,46313
"PHAR",1998,45908
"PHAR",1999,48249
"PHAR",2000,47154
"PHAR",2001,47499
"PHAR",2002,51395
"PHAR",2003,52594
"PHAR",2004,56615
"PHAR",2005,59989
"PHAR",2006,61414
"PHAR",2007,67577
"PHAR",2008,70061
"PHAR",2009,73001
"PHAR",2010,79162
"PHAR",2011,85529
"PHAR",2012,87838
"PHAR",2013,88660
"PHAR",2014,92356
"PHAR",2015,93870
"PHAR",2016,99200
"PHAR",2017,93126
"PHAR",2018,100268
"PHAR",2019,100755
"PHAR",2020,118862
"PHAR",2021,120926
"PHYS",1900,623
"PHYS",1901,486
"PHYS",1902,556
"PHYS",1903,632
"PHYS",1904,543
"PHYS",1905,458
"PHYS",1906,855
"PHYS",1907,853
"PHYS",1908,665
"PHYS",1909,844
"PHYS",1910,511
"PHYS",1911,609
"PHYS",1912,573
"PHYS",1913,751
"PHYS",1914,1002
"PHYS",1915,370
"PHYS",1916,359
"PHYS",1917,361
"PHYS",1918,326
"PHYS",1919,359
"PHYS",1920,768
"PHYS",1921,783
"PHYS",1922,796
"PHYS",1923,865
"PHYS",1924,997
"PHYS",1925,956
"PHYS",1926,1141
"PHYS",1927,1051
"PHYS",1928,1314
"PHYS",1929,1322
"PHYS",1930,1861
"PHYS",1931,1916
"PHYS",1932,2091
"PHYS",1933,2208
"PHYS",1934,2288
"PHYS",1935,2245
"PHYS",1936,2172
"PHYS",1937,2205
"PHYS",1938,2024
"PHYS",1939,2177
"PHYS",1940,1867
"PHYS",1941,1637
"PHYS",1942,1367
"PHYS",1943,1090
"PHYS",1944,818
"PHYS",1945,839
"PHYS",1946,1558
"PHYS",1947,2146
"PHYS",1948,3072
"PHYS",1949,3963
"PHYS",1950,4544
"PHYS",1951,4816
"PHYS",1952,4967
"PHYS",1953,5608
"PHYS",1954,5697
"PHYS",1955,6147
"PHYS",1956,6759
"PHYS",1957,7253
"PHYS",1958,8512
"PHYS",1959,9672
"PHYS",1960,11129
"PHYS",1961,12030
"PHYS",1962,13129
"PHYS",1963,14269
"PHYS",1964,16888
"PHYS",1965,19677
"PHYS",1966,22335
"PHYS",1967,27474
"PHYS",1968,31248
"PHYS",1969,34922
"PHYS",1970,37774
"PHYS",1971,39662
"PHYS",1972,41003
"PHYS",1973,43275
"PHYS",1974,45923
"PHYS",1975,45596
"PHYS",1976,48109
"PHYS",1977,48231
"PHYS",1978,50403
"PHYS",1979,53392
"PHYS",1980,55633
"PHYS",1981,59200
"PHYS",1982,59889
"PHYS",1983,66067
"PHYS",1984,68255
"PHYS",1985,73360
"PHYS",1986,75575
"PHYS",1987,80369
"PHYS",1988,84342
"PHYS",1989,93669
"PHYS",1990,100043
"PHYS",1991,108111
"PHYS",1992,108532
"PHYS",1993,126000
"PHYS",1994,133957
"PHYS",1995,137147
"PHYS",1996,156677
"PHYS",1997,162566
"PHYS",1998,167109
"PHYS",1999,170793
"PHYS",2000,179275
"PHYS",2001,193633
"PHYS",2002,203434
"PHYS",2003,207567
"PHYS",2004,215137
"PHYS",2005,248115
"PHYS",2006,268643
"PHYS",2007,274804
"PHYS",2008,280669
"PHYS",2009,281257
"PHYS",2010,288387
"PHYS",2011,304401
"PHYS",2012,303784
"PHYS",2013,308571
"PHYS",2014,314651
"PHYS",2015,325769
"PHYS",2016,341437
"PHYS",2017,365754
"PHYS",2018,386636
"PHYS",2019,409078
"PHYS",2020,401710
"PHYS",2021,416095
"PSYC",1900,105
"PSYC",1901,105
"PSYC",1902,120
"PSYC",1903,105
"PSYC",1904,129
"PSYC",1905,148
"PSYC",1906,143
"PSYC",1907,141
"PSYC",1908,212
"PSYC",1909,219
"PSYC",1910,239
"PSYC",1911,234
"PSYC",1912,274
"PSYC",1913,324
"PSYC",1914,303
"PSYC",1915,248
"PSYC",1916,274
"PSYC",1917,303
"PSYC",1918,285
"PSYC",1919,286
"PSYC",1920,272
"PSYC",1921,282
"PSYC",1922,347
"PSYC",1923,382
"PSYC",1924,380
"PSYC",1925,473
"PSYC",1926,497
"PSYC",1927,482
"PSYC",1928,593
"PSYC",1929,565
"PSYC",1930,720
"PSYC",1931,634
"PSYC",1932,746
"PSYC",1933,714
"PSYC",1934,767
"PSYC",1935,691
"PSYC",1936,862
"PSYC",1937,875
"PSYC",1938,889
"PSYC",1939,869
"PSYC",1940,893
"PSYC",1941,929
"PSYC",1942,790
"PSYC",1943,756
"PSYC",1944,698
"PSYC",1945,793
"PSYC",1946,1136
"PSYC",1947,1051
"PSYC",1948,1186
"PSYC",1949,1385
"PSYC",1950,1769
"PSYC",1951,1831
"PSYC",1952,1965
"PSYC",1953,2057
"PSYC",1954,2197
"PSYC",1955,2080
"PSYC",1956,2115
"PSYC",1957,2122
"PSYC",1958,2445
"PSYC",1959,2611
"PSYC",1960,2604
"PSYC",1961,3264
"PSYC",1962,3409
"PSYC",1963,3758
"PSYC",1964,4604
"PSYC",1965,5463
"PSYC",1966,5533
"PSYC",1967,5986
"PSYC",1968,6778
"PSYC",1969,6495
"PSYC",1970,7163
"PSYC",1971,7872
"PSYC",1972,8284
"PSYC",1973,9436
"PSYC",1974,10109
"PSYC",1975,10278
"PSYC",1976,10873
"PSYC",1977,11216
"PSYC",1978,12357
"PSYC",1979,12963
"PSYC",1980,12985
"PSYC",1981,13488
"PSYC",1982,14125
"PSYC",1983,14475
"PSYC",1984,14974
"PSYC",1985,15396
"PSYC",1986,15861
"PSYC",1987,15945
"PSYC",1988,17495
"PSYC",1989,18499
"PSYC",1990,19426
"PSYC",1991,19027
"PSYC",1992,19842
"PSYC",1993,20503
"PSYC",1994,21393
"PSYC",1995,22209
"PSYC",1996,24885
"PSYC",1997,25278
"PSYC",1998,25098
"PSYC",1999,26241
"PSYC",2000,27663
"PSYC",2001,29141
"PSYC",2002,30300
"PSYC",2003,33521
"PSYC",2004,35558
"PSYC",2005,36090
"PSYC",2006,39135
"PSYC",2007,41335
"PSYC",2008,46154
"PSYC",2009,48272
"PSYC",2010,53424
"PSYC",2011,59132
"PSYC",2012,65403
"PSYC",2013,68378
"PSYC",2014,69884
"PSYC",2015,70269
"PSYC",2016,72960
"PSYC",2017,76285
"PSYC",2018,81581
"PSYC",2019,79697
"PSYC",2020,84468
"PSYC",2021,104143
"SOCI",1900,4975
"SOCI",1901,4929
"SOCI",1902,4958
"SOCI",1903,4965
"SOCI",1904,4899
"SOCI",1905,4978
"SOCI",1906,5087
"SOCI",1907,4794
"SOCI",1908,5196
"SOCI",1909,5622
"SOCI",1910,5662
"SOCI",1911,5743
"SOCI",1912,5206
"SOCI",1913,5070
"SOCI",1914,5083
"SOCI",1915,4887
"SOCI",1916,4422
"SOCI",1917,2521
"SOCI",1918,3001
"SOCI",1919,2590
"SOCI",1920,4596
"SOCI",1921,5294
"SOCI",1922,4864
"SOCI",1923,4761
"SOCI",1924,5218
"SOCI",1925,4741
"SOCI",1926,5065
"SOCI",1927,5228
"SOCI",1928,5507
"SOCI",1929,5714
"SOCI",1930,6205
"SOCI",1931,5609
"SOCI",1932,5786
"SOCI",1933,5536
"SOCI",1934,5526
"SOCI",1935,5502
"SOCI",1936,6098
"SOCI",1937,6142
"SOCI",1938,6126
"SOCI",1939,5668
"SOCI",1940,3533
"SOCI",1941,4821
"SOCI",1942,4971
"SOCI",1943,4887
"SOCI",1944,4374
"SOCI",1945,4256
"SOCI",1946,4474
"SOCI",1947,4681
"SOCI",1948,5228
"SOCI",1949,5203
"SOCI",1950,5554
"SOCI",1951,5876
"SOCI",1952,5545
"SOCI",1953,5698
"SOCI",1954,6080
"SOCI",1955,6271
"SOCI",1956,6757
"SOCI",1957,6527
"SOCI",1958,6901
"SOCI",1959,7567
"SOCI",1960,8135
"SOCI",1961,8266
"SOCI",1962,9005
"SOCI",1963,9005
"SOCI",1964,10101
"SOCI",1965,10690
"SOCI",1966,11210
"SOCI",1967,12488
"SOCI",1968,13116
"SOCI",1969,14489
"SOCI",1970,15129
"SOCI",1971,16175
"SOCI",1972,17431
"SOCI",1973,19115
"SOCI",1974,20723
"SOCI",1975,21653
"SOCI",1976,22907
"SOCI",1977,24522
"SOCI",1978,26386
"SOCI",1979,28849
"SOCI",1980,30276
"SOCI",1981,32069
"SOCI",1982,34716
"SOCI",1983,36211
"SOCI",1984,38201
"SOCI",1985,38172
"SOCI",1986,39570
"SOCI",1987,41622
"SOCI",1988,43585
"SOCI",1989,45628
"SOCI",1990,47879
"SOCI",1991,49308
"SOCI",1992,50858
"SOCI",1993,53948
"SOCI",1994,55968
"SOCI",1995,58857
"SOCI",1996,66375
"SOCI",1997,67294
"SOCI",1998,71038
"SOCI",1999,71216
"SOCI",2000,78257
"SOCI",2001,81367
"SOCI",2002,93549
"SOCI",2003,107597
"SOCI",2004,113001
"SOCI",2005,130318
"SOCI",2006,147084
"SOCI",2007,164257
"SOCI",2008,186424
"SOCI",2009,206501
"SOCI",2010,221556
"SOCI",2011,243400
"SOCI",2012,264395
"SOCI",2013,284666
"SOCI",2014,282100
"SOCI",2015,296921
"SOCI",2016,314403
"SOCI",2017,331133
"SOCI",2018,341765
"SOCI",2019,358090
"SOCI",2020,374418
"SOCI",2021,391567
"VETE",1900,0
"VETE",1901,0
"VETE",1902,0
"VETE",1903,0
"VETE",1904,0
"VETE",1905,0
"VETE",1906,0
"VETE",1907,0
"VETE",1908,0
"VETE",1909,0
"VETE",1910,0
"VETE",1911,0
"VETE",1912,0
"VETE",1913,0
"VETE",1914,0
"VETE",1915,0
"VETE",1916,0
"VETE",1917,0
"VETE",1918,0
"VETE",1919,0
"VETE",1920,0
"VETE",1921,0
"VETE",1922,0
"VETE",1923,0
"VETE",1924,16
"VETE",1925,103
"VETE",1926,99
"VETE",1927,100
"VETE",1928,89
"VETE",1929,95
"VETE",1930,65
"VETE",1931,85
"VETE",1932,90
"VETE",1933,112
"VETE",1934,82
"VETE",1935,110
"VETE",1936,133
"VETE",1937,95
"VETE",1938,122
"VETE",1939,107
"VETE",1940,141
"VETE",1941,86
"VETE",1942,76
"VETE",1943,112
"VETE",1944,90
"VETE",1945,168
"VETE",1946,696
"VETE",1947,983
"VETE",1948,811
"VETE",1949,311
"VETE",1950,831
"VETE",1951,772
"VETE",1952,385
"VETE",1953,385
"VETE",1954,471
"VETE",1955,468
"VETE",1956,542
"VETE",1957,549
"VETE",1958,609
"VETE",1959,472
"VETE",1960,618
"VETE",1961,681
"VETE",1962,683
"VETE",1963,831
"VETE",1964,900
"VETE",1965,1976
"VETE",1966,1978
"VETE",1967,2207
"VETE",1968,2215
"VETE",1969,2893
"VETE",1970,3095
"VETE",1971,3392
"VETE",1972,3603
"VETE",1973,4052
"VETE",1974,4173
"VETE",1975,4408
"VETE",1976,4314
"VETE",1977,4900
"VETE",1978,5122
"VETE",1979,5350
"VETE",1980,4906
"VETE",1981,5146
"VETE",1982,5200
"VETE",1983,5252
"VETE",1984,5665
"VETE",1985,5692
"VETE",1986,6348
"VETE",1987,6435
"VETE",1988,6727
"VETE",1989,7123
"VETE",1990,7144
"VETE",1991,7507
"VETE",1992,7737
"VETE",1993,7968
"VETE",1994,8014
"VETE",1995,8194
"VETE",1996,11443
"VETE",1997,11028
"VETE",1998,11727
"VETE",1999,11961
"VETE",2000,12205
"VETE",2001,12841
"VETE",2002,14219
"VETE",2003,15435
"VETE",2004,16058
"VETE",2005,16208
"VETE",2006,18191
"VETE",2007,19205
"VETE",2008,21841
"VETE",2009,22697
"VETE",2010,23189
"VETE",2011,24883
"VETE",2012,26480
"VETE",2013,26022
"VETE",2014,24491
"VETE",2015,23243
"VETE",2016,22529
"VETE",2017,24098
"VETE",2018,25235
"VETE",2019,25788
"VETE",2020,28917
"VETE",2021,31705
"MULT",1900,1408
"MULT",1901,1467
"MULT",1902,1466
"MULT",1903,1547
"MULT",1904,1624
"MULT",1905,1502
"MULT",1906,1562
"MULT",1907,1590
"MULT",1908,1570
"MULT",1909,1679
"MULT",1910,1711
"MULT",1911,1826
"MULT",1912,1489
"MULT",1913,1495
"MULT",1914,1361
"MULT",1915,1468
"MULT",1916,1334
"MULT",1917,1122
"MULT",1918,1185
"MULT",1919,1225
"MULT",1920,1635
"MULT",1921,1569
"MULT",1922,2117
"MULT",1923,2329
"MULT",1924,2423
"MULT",1925,2477
"MULT",1926,2567
"MULT",1927,2257
"MULT",1928,2424
"MULT",1929,2484
"MULT",1930,2664
"MULT",1931,2649
"MULT",1932,3136
"MULT",1933,3037
"MULT",1934,3276
"MULT",1935,3274
"MULT",1936,3182
"MULT",1937,3185
"MULT",1938,3337
"MULT",1939,3040
"MULT",1940,2633
"MULT",1941,2146
"MULT",1942,2230
"MULT",1943,2062
"MULT",1944,2222
"MULT",1945,2360
"MULT",1946,2988
"MULT",1947,2597
"MULT",1948,2934
"MULT",1949,2997
"MULT",1950,3587
"MULT",1951,3433
"MULT",1952,3402
"MULT",1953,3350
"MULT",1954,3434
"MULT",1955,3366
"MULT",1956,3863
"MULT",1957,4403
"MULT",1958,4703
"MULT",1959,5159
"MULT",1960,5384
"MULT",1961,5424
"MULT",1962,5775
"MULT",1963,6546
"MULT",1964,7226
"MULT",1965,7053
"MULT",1966,7206
"MULT",1967,7101
"MULT",1968,6928
"MULT",1969,7024
"MULT",1970,7608
"MULT",1971,5857
"MULT",1972,5509
"MULT",1973,5883
"MULT",1974,6450
"MULT",1975,6160
"MULT",1976,5923
"MULT",1977,6221
"MULT",1978,6649
"MULT",1979,6656
"MULT",1980,6586
"MULT",1981,7086
"MULT",1982,7110
"MULT",1983,7486
"MULT",1984,7432
"MULT",1985,7192
"MULT",1986,7877
"MULT",1987,7820
"MULT",1988,8417
"MULT",1989,7693
"MULT",1990,7982
"MULT",1991,7900
"MULT",1992,8846
"MULT",1993,9130
"MULT",1994,9307
"MULT",1995,9174
"MULT",1996,13410
"MULT",1997,14502
"MULT",1998,14318
"MULT",1999,14581
"MULT",2000,13036
"MULT",2001,16192
"MULT",2002,14781
"MULT",2003,15062
"MULT",2004,16732
"MULT",2005,19349
"MULT",2006,19453
"MULT",2007,21175
"MULT",2008,23450
"MULT",2009,26441
"MULT",2010,29474
"MULT",2011,38318
"MULT",2012,48767
"MULT",2013,61080
"MULT",2014,59528
"MULT",2015,65739
"MULT",2016,72912
"MULT",2017,72527
"MULT",2018,64975
"MULT",2019,66503
"MULT",2020,71691
"MULT",2021,74848
